regime,vix,yield_spread,dxy,Tech_fundamental,Tech_sentiment,Tech_technical,Tech_rsi,Tech_macd,Tech_bollinger,Tech_garch_vol,Tech_momentum,Tech_price,Financials_fundamental,Financials_sentiment,Financials_technical,Financials_rsi,Financials_macd,Financials_bollinger,Financials_garch_vol,Financials_momentum,Financials_price,Health Care_fundamental,Health Care_sentiment,Health Care_technical,Health Care_rsi,Health Care_macd,Health Care_bollinger,Health Care_garch_vol,Health Care_momentum,Health Care_price,Energy_fundamental,Energy_sentiment,Energy_technical,Energy_rsi,Energy_macd,Energy_bollinger,Energy_garch_vol,Energy_momentum,Energy_price,Materials_fundamental,Materials_sentiment,Materials_technical,Materials_rsi,Materials_macd,Materials_bollinger,Materials_garch_vol,Materials_momentum,Materials_price,Industrials_fundamental,Industrials_sentiment,Industrials_technical,Industrials_rsi,Industrials_macd,Industrials_bollinger,Industrials_garch_vol,Industrials_momentum,Industrials_price,Utilities_fundamental,Utilities_sentiment,Utilities_technical,Utilities_rsi,Utilities_macd,Utilities_bollinger,Utilities_garch_vol,Utilities_momentum,Utilities_price,Real Estate_fundamental,Real Estate_sentiment,Real Estate_technical,Real Estate_rsi,Real Estate_macd,Real Estate_bollinger,Real Estate_garch_vol,Real Estate_momentum,Real Estate_price,Consumer Staples_fundamental,Consumer Staples_sentiment,Consumer Staples_technical,Consumer Staples_rsi,Consumer Staples_macd,Consumer Staples_bollinger,Consumer Staples_garch_vol,Consumer Staples_momentum,Consumer Staples_price,Consumer Discretionary_fundamental,Consumer Discretionary_sentiment,Consumer Discretionary_technical,Consumer Discretionary_rsi,Consumer Discretionary_macd,Consumer Discretionary_bollinger,Consumer Discretionary_garch_vol,Consumer Discretionary_momentum,Consumer Discretionary_price,Communication Services_fundamental,Communication Services_sentiment,Communication Services_technical,Communication Services_rsi,Communication Services_macd,Communication Services_bollinger,Communication Services_garch_vol,Communication Services_momentum,Communication Services_price,Spurious_Trigger
1,-0.023286487678512793,0.5030490567891508,-0.038265604893156065,-0.41053557826929243,0.23131374122770823,0.6684883163720551,1.0,0.00546494911616514,1.0,0.2673773307493645,0.06897959952988586,181.24163279153794,-0.24398274746818177,0.49427419977858217,0.6674818267490835,1.0,0.0024454802472504093,1.0,0.2600803188040066,0.030750108718080593,40.123000434872324,-0.19482322365809404,-0.023691110400587412,0.6694889333098937,1.0,0.008466799929680881,1.0,0.27982988476054554,0.10727598407402894,141.50186377703642,0.4276861222084019,0.33226710985403934,0.6719890138788619,1.0,0.015967041636585532,1.0,0.32984912156634155,0.20424643326004466,81.63397146608035,0.0489469066595112,-0.027424455864037023,0.669478699974786,1.0,0.008436099924357992,1.0,0.27967797758606516,0.1068828516251008,88.94056909430088,-0.11352099649151692,0.43327677691295985,0.6686526441106094,1.0,0.005957932331827864,1.0,0.2690788975210171,0.07524894879926247,112.84278822655173,-0.21314906412013507,0.5127094055037016,0.6731183948250633,1.0,0.019355184475189843,1.0,0.3593175563734387,0.24866443411813544,69.69091815200332,-0.10177637677125789,0.312491875062017,0.670887085328403,1.0,0.012661255985209115,1.0,0.30486880981405956,0.16127765236147784,42.677366139918206,-0.12293072530630697,0.9556834553526813,0.669081651849448,1.0,0.007244955548344076,1.0,0.2741666807992613,0.0916530925034742,76.6965635030264,0.021239089237706617,0.0826867213132299,0.6688305374234393,1.0,0.00649161227031807,1.0,0.27107662474402366,0.08204465140730033,166.35373674822046,0.20962699505338286,0.03374690500869337,0.6670199209544467,1.0,0.0010597628633398993,1.0,0.25858432554294547,0.013302556758618689,72.09577840866206,0.0
1,0.030035353386003175,0.5085480423246878,-0.07314375195147989,0.11032300470727863,0.28447531587510505,0.6706412092955166,1.0,0.011923627886549772,1.0,0.2675644470933094,0.09767337452859959,181.75812074151477,-0.21291839809624993,-0.09772871949847503,-0.5709819011688729,-0.7030790153768385,-0.009866688129780324,-1.0,0.31418205491984075,-0.14562632673253417,39.41749469306986,0.23655796999901424,0.18030722605671878,-0.4155710042279226,-0.24769202419535186,0.0009790115115841382,-1.0,0.32839738363101545,-0.07063970208324499,139.01104417083457,-0.16621197207491298,0.12808188082558652,0.525312977797418,0.5521139839523772,0.023824949439876782,1.0,0.32536144611563356,0.14530802910248886,81.16246423281991,0.12426677327433314,0.6926635381367078,0.6724550370289349,1.0,0.01736511108680501,1.0,0.2783151113991903,0.1381697180781405,89.21589351908764,-0.11504841470455081,-0.008720973977145684,0.1543367766164395,0.11744179755499862,0.005887068768404125,0.33968146352591577,0.2739707147650576,0.015817149189238933,112.17715207091948,-0.23095427816735548,-0.18263404502995076,0.4892023861108655,0.4405698554856261,0.0270373028469705,1.0,0.3587778789667799,0.15209821778050525,69.03426788090744,0.20620470901510846,0.41999248642869347,0.022433474187589186,0.032801194643616416,0.010739354401615851,0.02375987351753528,0.33363907172709445,0.010244178055196507,42.043025547831824,-0.06418053037559754,0.11848374623196797,-0.48772603986253454,-0.45644030783909817,-0.006737811748505468,-1.0,0.3656207856280732,-0.1539266666017136,74.83015733382697,0.08523929315812676,-0.23155096579442463,-0.2152537542696161,-0.09503759853221838,0.0036848509706676824,-0.5544085152472976,0.28679804959100835,-0.017232377012605937,164.715665779292,0.0697889970962443,0.17326986031807284,-0.575010852395409,-0.7203527740542948,-0.004679783131932117,-1.0,0.2712595537179526,-0.06853301426953062,71.50656229725938,0.0
1,0.003521135404600765,0.4850792609826174,-0.08244745530365567,0.25704118332279835,0.46939191532294633,0.6478300027739161,0.9269164560626024,0.016573552259146012,1.0,0.26621397280004283,0.09396884632426605,181.6914392338368,-0.13147798352066242,0.1575838860134379,0.045220503726588986,0.009009140198577681,-0.007276734525947265,0.13392910550713655,0.3419660711094026,0.003206891403657597,40.01282756561463,-0.07555324118445786,0.04740277580315708,-0.5449194860184429,-0.6079768033917742,-0.026781654663554155,-1.0,0.41474769138481693,-0.33274209507155983,135.34161066899816,-0.08485160892610111,0.18945973824349954,0.5869102452677182,0.719395955557075,0.04133478024607938,1.0,0.3523271517781751,0.3022055484774566,82.41764438781965,-0.03881958810929001,-0.03905448443963555,0.6762243724177323,1.0,0.028673117253196694,1.0,0.2815777956145915,0.19735816724583133,89.73675187176332,0.09449974302335078,0.22419314204284804,0.458183740613425,0.3646914009722031,0.009859820868071693,1.0,0.2767134795449537,0.06823224585735588,112.76420115360239,0.04048690634326413,0.07221318634821906,0.3908795139687012,0.3564733159019078,0.030987237266694615,0.7851779887375012,0.3462356637180499,0.1306951406088297,68.88872695614005,-0.38849845056158894,-0.23167265223822048,-0.4215905790202105,-0.26369763852153194,-0.0010740985390995223,-1.0,0.3472228130300494,-0.11551921682995125,41.514819289314204,-0.16783627597818135,-0.48029804028724654,-0.5422835012595305,-0.5990371488019022,-0.027813354976689138,-1.0,0.37231606733803213,-0.2738588228216299,73.91867294655562,-0.04196850008016373,0.10984028134789145,-0.0846784874234146,-0.028437439241175144,0.002328821519156553,-0.2279268445482252,0.2829507850707807,-0.00549024054553815,164.90941103099863,0.4819619098353007,0.12237333398003628,0.39139062987250156,0.17499997532621148,-0.0008280857087068055,1.0,0.2888942537163958,0.03471811510889378,72.24997042878404,0.0
1,0.041047364330847456,0.502302681829215,-0.09981072984651386,0.3888362549049311,-0.04258401278402685,0.6558329462939715,0.9449282651341435,0.02257057374777107,1.0,0.26708150413488085,0.12712559056968775,182.28826063025437,0.15209686160758715,0.6764970445691537,0.1283615342683573,0.04840089206540066,-0.0040985510882526836,0.3407822618279239,0.3311078145794639,0.017941960525065248,40.071767842100265,-0.4034906117492344,-0.45297901000148644,-0.5908793742105737,-0.7077242278016371,-0.06491389483008385,-1.0,0.44035848217876006,-0.5195217682218745,132.72669524489376,0.11542518400551684,0.13590175203373275,0.5907305879746022,0.7173611206714812,0.054830643252325326,1.0,0.33989803116508166,0.3017078091120218,82.41366247289618,-0.3284697456470739,0.420415724102778,0.6789663787057806,0.9996170791524244,0.03728205696491757,1.0,0.2782070632193105,0.197320373731531,89.73641928883747,-0.1983614855038518,0.4034256102301077,0.5594049160085848,0.6533697025988832,0.024845045426871017,1.0,0.3150649668793499,0.22404814309224808,114.50933920263319,-0.2050424693713446,0.5447763578977523,0.20569475296828274,0.19949009098122605,0.030048014029383258,0.38754615389423885,0.337903746137444,0.08271196395702063,68.56244135490775,-0.22559334356977798,-0.18401518382816803,-0.40209492122570234,-0.21849182241616338,-0.00909786129961305,-0.9786950799613305,0.33580882309512533,-0.09926673495239569,41.583079713199936,0.09584915865108676,-0.6339130523334342,-0.570986959455031,-0.6616343935081193,-0.05132648485697376,-1.0,0.3680714177196735,-0.35843381897110227,73.27590297581962,0.04267703386038827,0.31159814699473587,-0.40115459021945915,-0.2013616982249813,-0.0021020724333962776,-1.0,0.28253168038557863,-0.04729316596881361,164.21966276151457,-0.3590510473801587,0.241722825267545,0.4921550896288192,0.46583166926963426,0.010633599616823492,1.0,0.3043729862462068,0.1427325375338273,73.02767427024355,0.0
1,0.004508846142912049,0.5458779641529574,-0.0893359641298133,-0.24990293505390732,0.5792359971359485,0.6617344602654383,0.955674786364499,0.029528594431815658,1.0,0.2677383967657907,0.15974313082251612,182.8753763548053,-0.21025734763014112,0.3321131042097549,0.4152616721697802,0.2399693077175482,0.005815708791792534,1.0,0.33463648528388407,0.11137689975563081,40.44550759902253,0.10482217172935687,-0.5428859541704767,-0.6148374314846726,-0.741703146662409,-0.10280914779160885,-1.0,0.430498507198916,-0.6160890767416471,131.37475292561695,0.29962605436135503,0.2727396685276753,0.36443842766592344,0.37226347611681443,0.05717471582743579,0.6638770910535201,0.34475915735019047,0.19594007350091536,81.56752058800733,0.2648767378306047,0.9688851535474282,0.6810869885837367,0.99961814687811,0.043642818873100286,1.0,0.27530993498639805,0.19787232610660732,89.74127646973814,0.01793281674630578,0.04978166289443864,0.5763864835781733,0.6897562805042137,0.03940317023030651,1.0,0.3097535484245426,0.264266152490078,114.95978090788887,-0.19530883477960426,-0.15924243979280572,0.2160817188907289,0.21375161424206435,0.029427254927120804,0.40506628750300155,0.32729999971571766,0.09023257542258856,68.61358151287361,-0.01933012523526034,0.10221380891580834,0.004167127527206074,-0.00032945882296209206,-0.007226250295113072,0.020057091699693386,0.3405553383493482,-0.00018232627244763044,41.99923422965572,-0.06198154354842608,-0.03367578976490923,-0.5935620865201217,-0.7045769111892909,-0.07610934837107404,-1.0,0.3631897554312949,-0.4371808112697695,72.67742583434975,-0.0017709801065606528,0.41083519447783395,-0.14776369008055434,-0.06306257167340279,-0.003098748389641639,-0.3771297501786186,0.2807285734504034,-0.016738176920124692,164.72382008081794,-0.010600900479978442,1.0,0.517867009941625,0.5308698552236126,0.02273117460126261,1.0,0.3008741256644069,0.1852110260983686,73.33351938790825,0.0
1,0.04723860893622742,0.5468539688316237,-0.11335738006275543,0.11392092311279649,0.5033905990689863,0.6699433914693884,0.9694884628758382,0.04034171153232697,1.0,0.2766501152483555,0.23541897216666996,184.23754149900006,-0.19597439838443,0.1138125482912461,0.347117579851772,0.16923754126896928,0.011303638418102306,0.8608115598682444,0.3255422555628277,0.08329986888617746,40.33319947554471,-0.19558578447479052,-0.6490990937526893,-0.6349161006892828,-0.7655200110087557,-0.1392282910590929,-1.0,0.4191876139319971,-0.700459880287635,130.19356167597311,0.1595978180957941,0.3340050941509125,0.40756201569177364,0.41442434060110545,0.06065359520590698,0.7476081112683086,0.33532371119906595,0.23383659336241092,81.87069274689928,0.33525336760755253,0.7160000174258598,0.6749660073269989,0.9996485045384722,0.04938509412794181,0.9758644233145823,0.27334167440368,0.21496852271244427,89.89172299986951,-0.24904035304034788,0.009799772538132467,0.5940635720897904,0.7278682112816732,0.05432250498769806,1.0,0.30712005234840967,0.31792329649641626,115.56074092075986,0.16272381782532186,0.2558757749143339,0.26853555915935107,0.25434997410167814,0.030371010637204182,0.520885692739171,0.3187427834969437,0.11321667007718972,68.76987335652488,0.1210876242782408,1.0,-0.09129521775520648,-0.044195828680525406,-0.007794103758712151,-0.22189572082638187,0.3305290056393673,-0.025580990994237274,41.8925598378242,-0.01783028898449185,0.042721539475089554,-0.6161446616275168,-0.7448703814477253,-0.10356360343482508,-1.0,0.3643333693830813,-0.5351763888592787,71.93265944466948,0.21236857319922486,0.09165456792445227,-0.4229821408002495,-0.2594070186682178,-0.009539403732530762,-1.0,0.28637168348061287,-0.08710622558025238,163.56274727792584,-0.02863761029379054,0.4100823897773125,0.49553751946060576,0.4559790590733306,0.030633499308486634,1.0,0.29541286363405717,0.16726566955431954,73.2043128207911,0.0
1,-0.0075934021389624465,0.5245657570351758,-0.09863185128343446,-0.1387756069885085,0.2408031542425265,0.3971882691438053,0.43966394341983506,0.04192599475862897,0.7099748692529517,0.2876728571727887,0.14605350313591892,182.62896305644654,0.013125893108451006,-0.19142454008317009,0.008127763411602026,0.010138910496437559,0.009400955753865084,0.004843423984503437,0.3256725838559548,0.0057764437749918685,40.02310577509997,0.3005959678770054,-0.12393354657165642,-0.6531717040239734,-0.7852731331676495,-0.17424197890427062,-1.0,0.40946219130858613,-0.7846335148477535,129.01513079213146,-0.444598212242009,0.19476498357043348,0.3224620842643851,0.347071722849013,0.06082246086287735,0.559492069081265,0.3261302428394593,0.2056247814079759,81.6449982512638,-0.06078277181353664,0.6556433565864394,0.6875977956876417,0.9997833903689304,0.06300999669399449,1.0,0.30142805831755726,0.34887948126186785,91.07013943510444,-0.14290228182247927,0.09462741366214099,0.33747530602793724,0.3226208652555267,0.0559314272260086,0.6338736256022766,0.32736465638871604,0.18409300928565298,114.0618417039993,0.1729846186968331,0.38750464209320024,0.36220738246474476,0.31944520960540945,0.03403179154328986,0.733145146245535,0.313309458334834,0.15579266317239604,69.05939010957229,-0.3424261814571847,-0.1816712539023787,-0.40696215559076876,-0.20330220787523545,-0.017584258897070763,-1.0,0.3412251862855435,-0.14117359897746873,41.40707088429463,-0.28839200852888613,-0.4980820840655675,-0.6271486938571081,-0.7552082857336347,-0.12623779583768946,-1.0,0.3519751294883144,-0.5655189357954904,71.70205608795428,0.4107396137640553,0.005085756462428384,-0.4355700387759274,-0.2910218920646457,-0.015688224263136732,-1.0,0.282745826888513,-0.10207982102072966,163.31568295315796,-0.28776838612748884,0.3580624933978024,0.24459560530081922,0.20675977320342387,0.03072933992989662,0.4962977027691371,0.29965245225889203,0.09150867485424152,72.65886245895054,0.0
1,-0.05866091616289779,0.5145145805392914,-0.12260119640989728,0.5253534494719753,-0.15808777130265161,0.579196954629285,0.6773866052138453,0.06020425867400961,1.0,0.3729555275546816,0.3908354116302215,187.03503740934397,-0.034375331466007866,0.16279899774930065,0.44521957761677067,0.3089420614086831,0.026716671441628852,1.0,0.40168274760171646,0.2521193006941269,41.00847720277651,0.11804400879781457,-0.7467961999929672,-0.663757872521554,-0.7900938865978384,-0.20117973096682368,-1.0,0.3913675838387164,-0.8075810448957144,128.69386537146,0.3706157729629389,0.1660823308030891,0.4017998787489227,0.40753103124303247,0.06447401179389345,0.733394593209842,0.32243777599028584,0.26608278308066335,82.12866226464531,-0.07344180626729202,0.5385782942724184,0.6962319087151752,0.9998681299835932,0.08882759616193212,1.0,0.36690991997805367,0.573117854982319,93.04343712384441,0.15793623151604885,0.012987188221231821,0.5170867303383527,0.4826306284221755,0.06862956259288257,1.0,0.36250936278478885,0.3605710254089378,116.03839548458011,0.0873113642618571,0.04933511722931391,0.4848892426249938,0.4123229907196049,0.04234473715537639,1.0,0.3150687200442599,0.23286947671450786,69.58351244165866,0.04836284585877285,0.2281726032860123,0.2250873729518,0.07383350232424579,-0.00800116953591345,0.6094297860670677,0.39220429388476197,0.06661169848653614,42.27976913364345,0.21921568891327203,-0.6766455489809063,-0.6360323533381819,-0.763252248332129,-0.14484481168241656,-1.0,0.340673832592832,-0.5909617170768866,71.50869095021567,0.5577297300479181,-0.5245716413680415,0.3824076443031257,0.1526367462217726,-0.0054138133123955625,1.0,0.33572291528389603,0.08157128794617163,166.34592625111182,-0.029479710969772886,0.1988106203976773,0.02312744037249581,0.055788646130760844,0.025430808063163227,-0.011837133076436634,0.3005037139899116,0.028221875963743148,72.20319750693895,0.0
1,-0.026006255743459286,0.49035426785006087,-0.13257880524973775,0.31388479030336214,0.46098759324530547,0.5905241698700411,0.6946912840381652,0.07688122557195809,1.0,0.35951003407247767,0.42353796340848904,187.6236833413528,0.06085513762072986,0.13910775016253854,0.43252285458833856,0.25977383792475983,0.037794725840255644,1.0,0.38489941965895086,0.22026845370588966,40.88107381482356,0.07325348315609648,-0.4945603467482491,-0.6377439798446959,-0.7927223252437503,-0.22108790556389896,-0.8994217087264383,0.37473493516909867,-0.8205424693033658,128.51240542975287,0.19766912195178749,0.052738024439325404,0.25606559491319114,0.283489550423734,0.06236093074456979,0.42234630357126957,0.3196922805207278,0.20298258886426002,81.62386071091407,0.097048427532033,0.6444964992759404,0.6305920637381909,0.7871586091994585,0.10461758201511434,1.0,0.35867783899685274,0.5048957611294602,92.44308269793925,0.3193471206213446,0.44146349134861135,0.5243943362414407,0.4935265013710495,0.07965650735327265,1.0,0.34923062734133065,0.376643444581124,116.21840657930859,0.4012777252078117,0.1780302577454691,0.484592527236795,0.42932276313910345,0.04980565407359471,0.9746491644976869,0.30768203479977485,0.2496934113974314,69.69791519750254,0.17083465032804235,-0.09260270659957957,0.02120897193667313,0.0011933009461431165,-0.005911768035816007,0.06834538289969228,0.38084782805374073,0.0011546916810045715,42.004849705060224,-0.078688023334006,-0.29477470533138456,-0.5224808096165604,-0.6393294725526979,-0.1515995365288781,-0.7765134197681054,0.33552755528089895,-0.5324320381870551,71.95351650977838,0.06406404151088858,0.26920687085783346,0.41104573285303897,0.22664940806689837,0.006487790492218549,1.0,0.3292635142227846,0.13271683420903013,167.189827764449,-0.1678120912508256,0.7093502765412925,0.2960448245036682,0.20408523458913597,0.028071704679108588,0.6559775342427601,0.3093277182109427,0.12247693185847508,72.88183390938102,0.0
1,-0.03283899970369705,0.4670062098947463,-0.1376807340303003,0.1967986087037214,0.003833029719769787,0.43117693670532803,0.4323759889024055,0.08154775513371437,0.7796070660798644,0.36257312927659185,0.311885817116051,185.61394470808892,-0.19082542640199476,0.09237776490801505,0.06278630624635008,0.04817900365110339,0.03317349636559391,0.10700641872235295,0.40529416463106765,0.04909890829871033,40.19639563319484,-0.1726352280872041,-0.4418804522535292,-0.5650113068388035,-0.7244937491054756,-0.22936121225738318,-0.7411789591535517,0.3624986209735638,-0.7795895695479493,129.0857460263287,-0.05594362333787452,0.18423463920776034,0.2465778425428878,0.2865491450011737,0.05990436091120272,0.39328002171628706,0.31128838379115753,0.20605317688902058,81.64842541511217,-0.2076515202601969,-0.10611130043700195,0.6236187313273488,0.7903195796899114,0.11597199359938769,0.9645646206927472,0.34562254957625127,0.5145652170471138,92.5281739100146,-0.08124411425037487,0.09750358972975577,0.41866802910256845,0.4038443381082748,0.08411857899040975,0.7680411702090209,0.3404623135172774,0.3278898035424471,115.6723657996754,0.15425878566564086,0.6164408842770221,0.45376953955865723,0.43458504798039144,0.05552992537279631,0.871193645322784,0.3008545050938484,0.2551063142204657,69.73472293669917,0.17375380884211314,-0.09707419295338568,-0.35017654470909837,-0.12273158491089387,-0.015278109243913552,-0.9125199399724878,0.3900888074833541,-0.1355369898613057,41.43074464258252,-0.15807423779207372,-0.5400890941610977,-0.46876391535581474,-0.5983257119243877,-0.15371859003718577,-0.6542474441058708,0.3259273526124077,-0.5110672860546717,72.1158886259845,-0.0025083455919036384,-0.08262326209669224,0.02391234446597318,0.009935823948373113,0.005898096680684148,0.055903112768862284,0.3430550683331417,0.007066461353979481,165.11659661234066,0.11141986410715103,-0.18207576090326985,0.21750889598439063,0.16523380540606758,0.028485824693272908,0.45880705785383147,0.30288178618031375,0.1024674134087622,72.73776537654308,0.0
